weight_1,weight_2,weight_3,weight_4,weight_doji,weight_volume,entry_threshold,exit_threshold,stop_atr_mult,Return [%]
0.2,0.15,0.25,0.3,0.3,0.05,0.7,1.2,1.5,292.19290654902306
0.2,0.15,0.25,0.3,0.3,0.1,0.7,1.2,1.5,288.71210416189166
0.15,0.2,0.2,0.3,0.3,0.05,0.7,1.1,1.5,278.99813730064193
0.15,0.15,0.3,0.3,0.3,0.05,0.7,1.3,1.5,278.63969152344976
0.2,0.15,0.25,0.3,0.3,0.05,0.7,1.3,1.5,277.09375954362895
0.2,0.25,0.2,0.3,0.25,0.05,0.8,1.2,1.5,276.2471309231456
0.25,0.15,0.3,0.3,0.3,0.05,0.7,1.3,1.5,275.803180342785
0.15,0.2,0.2,0.3,0.3,0.15,0.7,1.2,1.5,275.2213730425764
0.15,0.2,0.2,0.3,0.2,0.05,0.7,1.1,1.5,273.98427239556025
0.25,0.2,0.2,0.3,0.25,0.05,0.8,1.3,1.5,273.87009898687916
0.15,0.2,0.2,0.3,0.3,0.05,0.7,1.2,1.5,273.77623736066454
0.15,0.2,0.25,0.3,0.3,0.05,0.7,1.2,1.5,273.04639640002677
0.2,0.15,0.2,0.3,0.3,0.05,0.7,1.1,1.5,272.4500046303548
0.25,0.15,0.2,0.3,0.25,0.1,0.7,1.3,1.5,272.1578902249511
0.25,0.2,0.2,0.3,0.3,0.05,0.8,1.3,1.5,271.9402537022439
0.15,0.2,0.25,0.3,0.3,0.1,0.7,1.2,1.5,271.7851266260587
0.2,0.15,0.25,0.3,0.25,0.05,0.7,1.2,1.5,271.6954421519622
0.15,0.2,0.2,0.3,0.25,0.1,0.7,1.1,1.5,271.1827985385967
0.2,0.15,0.2,0.3,0.25,0.05,0.7,1.1,1.5,270.545690096999
0.15,0.2,0.2,0.3,0.3,0.1,0.7,1.2,1.5,270.5179397235334
0.25,0.15,0.25,0.3,0.3,0.05,0.7,1.2,1.5,270.49160074921804
0.2,0.15,0.25,0.3,0.3,0.1,0.7,1.3,1.5,270.36373423372027
0.2,0.15,0.25,0.3,0.3,0.05,0.7,1.2,2.0,270.2519325985369
0.2,0.15,0.25,0.3,0.25,0.1,0.7,1.2,1.5,269.8665024474342
0.15,0.25,0.2,0.3,0.25,0.05,0.7,1.2,1.5,269.5335867988331
0.2,0.15,0.25,0.3,0.3,0.15,0.7,1.3,1.5,268.6620949414183
0.25,0.15,0.25,0.3,0.3,0.1,0.7,1.3,1.5,268.18271937626463
0.15,0.2,0.2,0.3,0.3,0.15,0.8,1.2,1.5,267.10503054012213
0.2,0.15,0.25,0.3,0.3,0.1,0.7,1.2,2.0,267.02397895236186
0.25,0.15,0.2,0.3,0.3,0.1,0.8,1.3,1.5,266.78783700639224
0.25,0.15,0.25,0.3,0.3,0.05,0.7,1.3,1.5,266.588794706678
0.2,0.15,0.2,0.3,0.3,0.1,0.7,1.1,1.5,266.0026002808192
0.15,0.2,0.2,0.3,0.3,0.15,0.8,1.2,2.0,265.8852454499732
0.15,0.15,0.3,0.3,0.3,0.1,0.7,1.3,1.5,265.85210000701454
0.25,0.15,0.2,0.3,0.3,0.15,0.7,1.3,1.5,265.73160339271743
0.25,0.15,0.2,0.3,0.3,0.1,0.7,1.3,1.5,265.73160339271743
0.2,0.15,0.25,0.25,0.25,0.05,0.7,1.1,1.5,265.4612482804618
0.25,0.15,0.3,0.3,0.3,0.1,0.8,1.3,1.5,265.4612482804618
0.25,0.15,0.3,0.3,0.3,0.05,0.8,1.3,1.5,265.4612482804618
0.2,0.15,0.25,0.25,0.3,0.1,0.7,1.1,1.5,265.42848238880015
0.15,0.2,0.2,0.3,0.3,0.1,0.7,1.1,1.5,265.42848238880015
0.2,0.25,0.2,0.3,0.3,0.05,0.8,1.3,1.5,264.5705504262289
0.25,0.15,0.2,0.3,0.2,0.05,0.7,1.2,1.5,264.5151392352007
0.25,0.15,0.2,0.3,0.25,0.05,0.7,1.2,1.5,264.5151392352007
0.2,0.15,0.25,0.3,0.2,0.05,0.7,1.2,1.5,264.5151392352007
0.2,0.2,0.3,0.3,0.25,0.1,0.8,1.3,1.5,263.9639484212848
0.2,0.2,0.3,0.3,0.25,0.05,0.8,1.3,1.5,263.9639484212848
0.2,0.2,0.3,0.3,0.3,0.05,0.8,1.3,1.5,263.9639484212848
0.15,0.2,0.2,0.3,0.2,0.1,0.7,1.1,1.5,263.92765429625615
0.15,0.15,0.2,0.25,0.25,0.15,0.8,1.1,2.0,263.88847742986326
0.2,0.15,0.2,0.3,0.2,0.05,0.7,1.1,1.5,263.5867920592609
0.15,0.15,0.2,0.25,0.3,0.1,0.7,1.0,1.5,262.8872225187457
0.25,0.15,0.25,0.25,0.3,0.1,0.7,1.3,1.5,262.7764515780392
0.25,0.2,0.2,0.3,0.25,0.05,0.7,1.3,1.5,262.44898802275367
0.15,0.2,0.2,0.3,0.25,0.15,0.9,1.2,2.0,262.421764469459
0.25,0.15,0.3,0.3,0.3,0.1,0.7,1.3,1.5,262.19987468360296
0.15,0.25,0.25,0.3,0.25,0.15,1.0,1.3,2.0,261.85340500724476
0.2,0.15,0.3,0.3,0.3,0.05,0.7,1.3,1.5,261.77841096584615
0.15,0.15,0.2,0.25,0.3,0.1,0.7,1.1,2.0,261.5412616512044
0.15,0.15,0.2,0.25,0.3,0.1,0.7,1.1,1.5,261.44683120282434
0.15,0.2,0.25,0.25,0.3,0.15,0.8,1.2,1.5,261.41074350248584
0.15,0.15,0.2,0.25,0.3,0.15,0.7,1.1,1.5,261.41074350248584
0.2,0.15,0.25,0.3,0.2,0.1,0.7,1.2,1.5,261.31333341149576
0.2,0.2,0.2,0.3,0.2,0.1,0.7,1.2,1.5,261.31333341149576
0.2,0.2,0.2,0.3,0.25,0.05,0.7,1.2,1.5,261.31333341149576
0.2,0.2,0.2,0.3,0.25,0.1,0.7,1.2,1.5,261.31333341149576
0.25,0.15,0.2,0.25,0.3,0.05,0.7,1.2,1.5,261.3009830524555
0.15,0.25,0.2,0.25,0.25,0.05,0.7,1.1,1.5,261.20851753535715
0.2,0.2,0.2,0.15,0.25,0.05,0.7,1.3,1.5,260.43952411568785
0.2,0.25,0.2,0.3,0.3,0.05,0.8,1.2,1.5,260.4038725807315
0.25,0.15,0.25,0.3,0.3,0.05,0.8,1.2,1.5,260.3850937640574
0.15,0.2,0.25,0.3,0.25,0.05,0.7,1.2,1.5,260.3211294689167
0.15,0.2,0.25,0.25,0.3,0.15,0.8,1.2,2.0,260.31096339642636
0.15,0.15,0.2,0.25,0.3,0.15,0.7,1.1,2.0,260.31096339642636
0.15,0.25,0.2,0.3,0.3,0.1,0.8,1.2,1.5,260.29578190105724
0.2,0.2,0.2,0.25,0.25,0.05,0.7,1.2,1.5,260.1242395349387
0.15,0.2,0.25,0.25,0.25,0.1,0.9,1.2,2.0,259.7724709208708
0.2,0.2,0.3,0.3,0.3,0.1,0.8,1.3,1.5,259.71880747563876
0.2,0.15,0.25,0.25,0.3,0.05,0.7,1.1,1.5,259.71880747563876
0.15,0.2,0.3,0.3,0.25,0.1,1.0,1.3,2.0,259.67904759087077
0.25,0.2,0.25,0.3,0.25,0.05,0.8,1.3,1.5,259.27986748630576
0.2,0.15,0.25,0.3,0.3,0.05,0.7,1.2,2.5,259.1082420453601
0.2,0.15,0.3,0.3,0.3,0.1,0.7,1.3,1.5,258.87925142456305
0.2,0.2,0.2,0.25,0.2,0.1,0.7,1.2,1.5,258.8721295182915
0.25,0.15,0.2,0.3,0.3,0.05,0.8,1.3,1.5,258.85453286586824
0.15,0.15,0.25,0.3,0.3,0.1,0.7,1.2,1.5,258.7480584658185
0.2,0.2,0.2,0.3,0.3,0.1,0.7,1.2,1.5,258.64527384945455
0.15,0.2,0.2,0.3,0.3,0.15,0.9,1.2,2.0,258.47562955809553
0.25,0.15,0.25,0.25,0.2,0.05,0.7,1.2,1.5,258.375836208766
0.15,0.25,0.25,0.3,0.25,0.1,1.0,1.3,2.0,258.3749068808708
0.15,0.2,0.25,0.25,0.25,0.15,0.9,1.3,2.0,258.3749068808708
0.2,0.2,0.2,0.15,0.25,0.05,0.7,1.1,1.5,258.23338695343546
0.15,0.25,0.2,0.3,0.25,0.1,0.7,1.2,1.5,257.9630915241607
0.25,0.15,0.3,0.2,0.2,0.05,0.7,1.2,1.5,257.6264445640376
0.25,0.15,0.3,0.2,0.15,0.05,0.7,1.2,1.5,257.6264445640376
0.15,0.2,0.2,0.3,0.3,0.05,0.7,1.1,2.0,257.6230284025221
0.15,0.25,0.2,0.3,0.3,0.1,0.8,1.2,2.0,257.6003823388403
0.25,0.15,0.25,0.3,0.25,0.1,0.7,1.3,1.5,257.5265067700533
0.25,0.15,0.25,0.3,0.25,0.05,0.7,1.3,1.5,257.5265067700533
0.15,0.15,0.25,0.3,0.3,0.05,0.7,1.2,1.5,257.2283801892358
0.15,0.15,0.25,0.3,0.3,0.1,0.7,1.2,2.0,257.1122478856041
0.15,0.2,0.25,0.25,0.3,0.05,0.7,1.1,1.5,257.0974990053351
0.2,0.2,0.2,0.3,0.3,0.05,0.7,1.2,1.5,257.05857751447337
0.15,0.15,0.25,0.3,0.3,0.05,0.7,1.2,2.0,257.0161606985831
0.2,0.25,0.25,0.3,0.3,0.05,0.8,1.3,1.5,256.9765305714626
0.2,0.2,0.2,0.25,0.2,0.05,0.7,1.1,1.5,256.9752424878074
0.2,0.2,0.3,0.3,0.2,0.05,0.8,1.3,1.5,256.9752424878074
0.2,0.15,0.25,0.25,0.25,0.1,0.7,1.2,1.5,256.9752424878074
0.2,0.25,0.2,0.3,0.25,0.1,0.8,1.3,1.5,256.9752424878074
0.2,0.25,0.2,0.3,0.3,0.1,0.8,1.3,1.5,256.9752424878074
0.2,0.2,0.3,0.3,0.2,0.1,0.8,1.3,1.5,256.9752424878074
0.2,0.2,0.2,0.25,0.25,0.1,0.7,1.2,1.5,256.9752424878074
0.2,0.15,0.25,0.3,0.2,0.15,0.7,1.3,1.5,256.8239275300102
0.25,0.15,0.25,0.3,0.3,0.05,0.8,1.3,1.5,256.73976143980366
0.15,0.3,0.25,0.3,0.25,0.05,0.9,1.3,1.5,256.6479817009446
0.2,0.15,0.25,0.25,0.25,0.05,0.7,1.2,1.5,256.63524043633805
0.15,0.2,0.2,0.2,0.25,0.05,0.7,1.3,1.5,256.44225347797584
0.15,0.2,0.2,0.2,0.3,0.05,0.7,1.3,1.5,256.44225347797584
0.15,0.2,0.2,0.2,0.15,0.05,0.7,1.3,1.5,256.44225347797584
0.15,0.2,0.2,0.2,0.2,0.05,0.7,1.3,1.5,256.44225347797584
